Timestamp,DeviceId,DeviceName,DataType,Value,Unit
2025-07-13 08:57:15.467,HUMI_001,车间湿度传感器,Humidity,49.5,%
2025-07-13 08:57:16.655,TEMP_001,车间温度传感器,Temperature,23.4,°C
2025-07-13 08:57:18.482,HUMI_001,车间湿度传感器,Humidity,50.9,%
2025-07-13 08:57:18.668,TEMP_001,车间温度传感器,Temperature,24.1,°C
2025-07-13 09:06:39.669,TEMP_001,车间温度传感器,Temperature,25.6,°C
2025-07-13 09:06:40.480,HUMI_001,车间湿度传感器,Humidity,44.6,%
2025-07-13 09:06:42.490,TEMP_001,车间温度传感器,Temperature,25.1,°C
2025-07-13 09:06:43.494,HUMI_001,车间湿度传感器,Humidity,42.7,%
2025-07-13 09:06:44.502,TEMP_001,车间温度传感器,Temperature,25.8,°C
2025-07-13 09:06:46.507,TEMP_001,车间温度传感器,Temperature,25.3,°C
2025-07-13 09:06:46.507,HUMI_001,车间湿度传感器,Humidity,42.1,%
2025-07-13 09:06:48.525,TEMP_001,车间温度传感器,Temperature,25.8,°C
2025-07-13 09:06:49.514,HUMI_001,车间湿度传感器,Humidity,40.2,%
2025-07-13 09:06:50.539,TEMP_001,车间温度传感器,Temperature,26,°C
2025-07-13 09:06:52.518,HUMI_001,车间湿度传感器,Humidity,39.3,%
2025-07-13 09:06:52.549,TEMP_001,车间温度传感器,Temperature,25.5,°C
2025-07-13 09:06:54.563,TEMP_001,车间温度传感器,Temperature,24.8,°C
2025-07-13 09:07:14.290,TEMP_001,车间温度传感器,Temperature,25.2,°C
2025-07-13 09:07:15.099,HUMI_001,车间湿度传感器,Humidity,44.8,%
2025-07-13 09:07:17.118,TEMP_001,车间温度传感器,Temperature,24.5,°C
2025-07-13 09:07:18.106,HUMI_001,车间湿度传感器,Humidity,47.2,%
2025-07-13 09:07:19.123,TEMP_001,车间温度传感器,Temperature,24.8,°C
2025-07-13 09:07:21.123,HUMI_001,车间湿度传感器,Humidity,49.6,%
2025-07-13 09:07:21.138,TEMP_001,车间温度传感器,Temperature,25.4,°C
